10	313.362	645.986	543	1121
11	307.587	654.948	543	1121
12	308.986	658.399	543	1121
13	308.146	659.397	543	1121
14	307.855	660.215	543	1121
15	309.209	658.586	543	1121
16	309.835	659.597	543	1121
17	307.576	658.209	543	1121
18	309.997	658.033	543	1121
19	308.422	659.288	543	1121
20	308.394	659.565	543	1121
21	309.282	660.785	543	1121
22	308.508	660.929	543	1121
23	309.781	660.542	543	1121
24	309.529	660.855	543	1121
25	309.751	660.529	543	1121
26	309.357	658.744	543	1121
27	308.431	660.904	543	1121
28	309.496	660.178	543	1121
29	307.173	661.281	543	1121
30	307.929	660.213	543	1121
31	309.555	661.323	543	1121
32	306.996	660.366	543	1121
33	309.175	660.356	543	1121
34	308.37	659.639	542	1120
35	309.389	659.963	543	1121
36	308.907	658.294	543	1121
37	310.725	661.265	543	1121
38	308.413	660.054	543	1121
39	308.649	661.263	543	1121
40	308.247	660.836	541	1121
41	306.623	658.049	540	1120
42	307.629	660.397	540	1120
43	305.947	658.56	539	1120
44	305.641	659.772	538	1120
45	303.019	660.972	531	1120
46	299.87	661.475	530	1119
47	299.394	659.479	527	1119
48	300.871	657.81	527	1119
49	298.043	658.368	526	1119
50	296.464	658.568	525	1118
51	300.132	656.773	525	1118
52	295.399	657.177	523	1119
53	296.304	657.366	522	1117
54	297.863	658.044	522	1118
55	297.378	658.225	522	1117
56	295.631	658.005	522	1117
57	295.447	657.096	522	1117
58	297.537	658.348	523	1118
59	295.982	658.446	521	1116
60	296.844	658.043	522	1117
61	294.781	656.937	520	1117
62	294.369	656.86	520	1117
63	294.448	655.849	519	1116
64	295.032	655.785	518	1115
65	296.323	657.215	519	1116
66	295.073	656.367	518	1116
67	294.312	656.407	520	1118
68	293.899	655.889	517	1115
69	293.988	657.204	517	1115
70	292.771	654.794	515	1113
71	293.922	656.133	517	1115
72	294.841	655.442	517	1115
73	292.9	655.617	516	1116
74	292.181	655.956	515	1115
75	290.115	655.396	514	1114
76	291.499	655.114	514	1114
77	292.107	658.93	514	1116
78	292.919	656.992	514	1116
79	291.61	654.592	512	1114
80	290.486	654.874	512	1114
81	290.337	654.361	511	1114
82	291.029	654.589	511	1113
83	289.295	654.099	511	1113
84	290.602	651.094	511	1113
85	288.106	652.797	510	1112
86	289.645	654.027	512	1114
87	290.548	652.588	511	1113
88	291.927	653.861	512	1114
89	290.163	654.048	512	1114
90	290.263	654.129	513	1115
91	291.162	654.234	510	1112
92	289.947	655.917	511	1113
93	289.612	654.368	512	1114
94	289.485	653.781	510	1112
95	290.961	655.976	512	1114
96	289.61	654.863	512	1114
97	290.126	655.271	512	1114
98	290.688	654.709	512	1114
99	291.163	655.095	512	1116
100	289.759	655.566	510	1114
101	288.7	654.286	510	1114
102	290.519	654.839	511	1115
103	289.909	655.717	510	1114
104	288.766	656.658	510	1114
105	288.509	657.348	510	1114
106	287.327	656.201	510	1114
107	289.885	657.094	511	1115
108	289.558	656.973	510	1114
109	287.573	657.517	511	1115
110	289.626	658.171	510	1115
