10	1821	3788	537	1115
11	1211	3714	439	1101
12	1123	3675	400	1105
13	1073	3701	371	1096
14	997	3686	355	1102
15	958	3704	342	1100
16	918	3718	335	1104
17	914	3693	335	1109
18	888	3636	327	1109
19	876	3698	314	1109
20	848	3679	301	1100
21	824	3686	307	1101
22	828	3695	296	1098
23	820	3686	306	1108
24	810	3714	302	1105
25	790	3695	289	1099
26	771	3681	285	1095
27	762	3699	278	1104
28	748	3694	277	1095
29	728	3677	259	1098
30	716	3710	266	1099
31	704	3669	269	1095
32	698	3679	258	1092
33	692	3702	250	1100
34	696	3674	255	1098
35	703	3704	257	1107
36	693	3720	268	1112
37	678	3679	255	1091
38	670	3733	256	1104
39	682	3701	250	1089
40	680	3723	247	1089
41	672	3676	254	1101
42	672	3715	251	1101
43	665	3692	256	1102
44	656	3663	248	1100
45	655	3699	246	1089
46	652	3705	249	1101
47	656	3718	246	1103
48	662	3705	247	1100
49	659	3710	253	1098
50	662	3704	246	1101
51	656	3713	256	1103
52	650	3719	251	1098
53	638	3704	242	1099
54	640	3717	238	1098
55	636	3730	240	1109
56	636	3737	232	1103
57	636	3739	230	1098
58	630	3720	234	1108
59	626	3704	236	1097
60	622	3711	237	1094
61	634	3686	234	1103
62	628	3697	234	1095
63	630	3704	229	1106
64	622	3697	232	1100
65	618	3728	233	1104
66	600	3679	231	1092
67	598	3710	219	1103
68	584	3713	223	1103
69	570	3721	222	1098
70	566	3685	214	1090
71	562	3760	213	1102
72	566	3742	211	1103
73	560	3695	208	1097
74	544	3672	202	1098
75	552	3714	209	1106
76	546	3699	203	1102
77	540	3724	203	1099
78	524	3721	190	1096
79	512	3746	185	1094
80	512	3725	189	1101
81	514	3735	186	1101
82	506	3734	181	1096
83	500	3694	191	1106
84	505	3726	187	1099
85	508	3723	190	1113
86	500	3745	190	1100
87	498	3762	187	1107
88	498	3742	183	1108
89	492	3745	182	1107
90	484	3702	176	1102
91	482	3738	184	1101
92	480	3716	184	1094
93	481	3704	180	1091
94	476	3714	181	1106
95	474	3720	185	1119
96	482	3701	181	1119
97	472	3690	176	1102
98	467	3729	170	1088
99	460	3693	169	1099
100	456	3685	178	1101
101	458	3718	172	1104
102	458	3740	178	1099
103	460	3760	182	1104
104	460	3746	178	1100
105	464	3743	174	1105
106	454	3726	167	1098
107	460	3723	169	1102
108	460	3738	172	1100
109	454	3750	164	1096
110	458	3691	163	1095
