10	1984	3788	577	1115
11	1241	3710	441	1096
12	1060	3691	379	1102
13	977	3676	352	1102
14	931	3678	337	1109
15	868	3697	321	1107
16	822	3680	289	1097
17	770	3688	281	1105
18	724	3706	265	1099
19	696	3666	256	1091
20	654	3734	245	1102
21	628	3703	233	1095
22	611	3710	227	1086
23	584	3684	222	1109
24	574	3710	212	1093
25	560	3715	224	1103
26	560	3735	211	1096
27	546	3710	212	1102
28	548	3714	205	1103
29	538	3726	197	1111
30	528	3733	194	1098
31	534	3696	197	1096
32	524	3710	194	1107
33	528	3699	197	1101
34	512	3730	204	1108
35	520	3737	192	1110
36	502	3737	189	1113
37	496	3741	188	1112
38	474	3711	178	1095
39	478	3710	174	1105
40	470	3701	178	1112
41	472	3748	169	1102
42	468	3738	178	1107
43	460	3695	173	1097
44	456	3752	164	1097
45	454	3722	171	1111
46	446	3748	162	1098
47	436	3695	162	1097
48	430	3716	155	1099
49	418	3753	156	1099
50	422	3688	161	1107
51	422	3726	159	1098
52	416	3729	157	1099
53	418	3731	156	1098
54	418	3712	155	1102
55	414	3744	155	1089
56	414	3729	154	1106
57	402	3681	151	1096
58	404	3756	156	1100
59	408	3715	155	1097
60	414	3760	156	1106
61	406	3745	154	1108
62	408	3713	152	1109
63	406	3752	148	1097
64	406	3730	151	1096
65	400	3735	148	1109
66	404	3734	157	1103
67	394	3740	150	1099
68	394	3729	147	1076
69	398	3753	146	1100
70	400	3724	148	1103
71	392	3716	145	1092
72	390	3738	149	1096
73	388	3699	146	1099
74	386	3719	148	1099
75	394	3736	146	1106
76	386	3711	144	1102
77	384	3752	154	1103
78	388	3755	149	1100
79	396	3716	140	1094
80	388	3723	150	1102
81	386	3711	146	1089
82	380	3731	142	1104
83	382	3691	145	1102
84	386	3743	141	1097
85	382	3732	148	1104
86	380	3701	143	1092
87	378	3713	140	1108
88	384	3689	149	1095
89	382	3735	146	1106
90	382	3735	150	1109
91	374	3704	142	1100
92	374	3711	138	1097
93	374	3758	149	1110
94	372	3726	141	1106
95	366	3744	142	1108
96	368	3744	139	1100
97	368	3742	144	1104
98	376	3695	142	1094
99	364	3711	138	1084
100	366	3700	134	1096
101	370	3756	139	1098
102	370	3775	141	1107
103	362	3734	143	1099
104	356	3729	131	1096
105	362	3734	142	1093
106	360	3705	139	1091
107	356	3711	136	1103
108	358	3712	135	1092
109	356	3711	141	1097
110	362	3725	141	1097
